"Hours","whyplay","Gender","Age","Work","Degree","GAD_T","SWL_T","SPIN_T","Anxiety_Type"
10,154,2,27,1,5,0,27,5,"No_Anxiety"
17,349,2,19,2,2,2,31,26,"SAD"
30,206,2,18,3,2,0,20,2,"No_Anxiety"
10,206,2,20,2,2,7,22,10,"No_Anxiety"
16,154,2,18,2,2,2,30,6,"No_Anxiety"
20,154,2,18,2,2,3,23,28,"SAD"
10,206,2,20,2,2,0,21,41,"SAD"
10,309,2,20,1,2,1,26,16,"No_Anxiety"
52,349,2,27,1,5,6,17,23,"SAD"
16,206,2,22,2,2,9,19,8,"No_Anxiety"
20,206,2,18,3,2,7,8,34,"SAD"
16,349,2,18,3,2,1,18,17,"No_Anxiety"
15,206,2,21,1,5,12,12,12,"GAD"
11,154,2,18,3,2,6,17,6,"No_Anxiety"
7,154,2,21,1,5,0,28,13,"No_Anxiety"
16,154,2,23,2,1,5,30,14,"No_Anxiety"
40,154,2,22,2,2,7,15,42,"SAD"
21,206,2,20,2,2,19,10,45,"Mixed_Anxiety"
30,309,2,24,4,1,1,12,13,"No_Anxiety"
10,154,2,20,3,2,0,29,4,"No_Anxiety"
30,154,1,18,2,2,11,26,26,"Mixed_Anxiety"
40,206,2,18,2,3,5,24,10,"No_Anxiety"
25,206,2,22,2,2,4,14,46,"SAD"
30,154,2,20,2,2,1,24,9,"No_Anxiety"
6,154,2,23,2,5,10,12,17,"GAD"
20,206,2,18,3,3,2,24,15,"No_Anxiety"
30,4,2,20,2,5,4,26,5,"No_Anxiety"
15,154,2,18,3,3,3,17,16,"No_Anxiety"
10,154,2,18,3,2,2,15,43,"SAD"
65,206,2,21,3,2,1,12,8,"No_Anxiety"
17,206,2,18,2,5,3,23,26,"SAD"
25,206,2,18,3,3,3,18,16,"No_Anxiety"
21,154,2,21,2,2,1,27,12,"No_Anxiety"
45,283,2,19,2,2,3,29,17,"No_Anxiety"
20,206,2,27,1,5,3,30,20,"SAD"
38,206,2,21,2,2,1,26,4,"No_Anxiety"
12,349,2,24,2,5,3,22,12,"No_Anxiety"
15,154,1,19,2,2,12,11,12,"GAD"
30,349,2,18,3,2,8,10,54,"SAD"
40,206,2,18,3,2,3,26,2,"No_Anxiety"
12,349,2,19,2,2,8,31,34,"SAD"
36,154,2,18,3,2,14,12,45,"Mixed_Anxiety"
20,154,2,20,2,2,7,28,7,"No_Anxiety"
22,309,2,20,2,2,6,30,19,"SAD"
20,349,2,23,1,5,7,22,16,"No_Anxiety"
21,206,2,21,2,5,0,19,4,"No_Anxiety"
28,154,2,23,2,2,4,28,9,"No_Anxiety"
36,206,2,18,3,3,4,26,58,"SAD"
16,154,2,27,1,5,3,16,14,"No_Anxiety"
40,154,2,19,3,3,9,27,55,"SAD"
20,154,2,24,2,2,2,14,7,"No_Anxiety"
15,309,2,18,3,2,9,31,29,"SAD"
50,206,2,21,2,5,15,35,4,"GAD"
25,349,2,18,2,2,3,12,18,"No_Anxiety"
14,154,1,23,1,5,3,23,17,"No_Anxiety"
70,349,2,18,4,2,17,6,48,"Mixed_Anxiety"
18,154,2,29,4,5,8,18,2,"No_Anxiety"
30,349,2,20,1,2,19,16,29,"Mixed_Anxiety"
30,349,2,19,2,2,17,13,19,"Mixed_Anxiety"
20,154,2,21,2,2,16,15,45,"Mixed_Anxiety"
20,349,2,26,1,5,5,19,11,"No_Anxiety"
15,154,2,19,2,2,5,22,0,"No_Anxiety"
30,349,2,26,2,5,2,22,16,"No_Anxiety"
10,154,2,24,1,5,19,12,36,"Mixed_Anxiety"
12,206,2,21,4,2,0,19,11,"No_Anxiety"
40,252,2,21,4,2,14,5,4,"GAD"
25,154,2,22,1,2,12,24,24,"Mixed_Anxiety"
15,154,2,19,2,2,2,16,25,"SAD"
35,154,2,18,3,3,1,30,0,"No_Anxiety"
20,309,2,24,4,2,14,8,35,"Mixed_Anxiety"
25,206,2,18,3,3,0,31,13,"No_Anxiety"
18,154,2,18,3,3,6,20,26,"SAD"
16,154,2,25,1,5,1,29,5,"No_Anxiety"
10,154,2,21,2,2,4,17,4,"No_Anxiety"
10,309,2,20,2,2,7,28,20,"SAD"
25,206,2,19,2,2,3,29,24,"SAD"
30,154,2,18,2,2,0,27,13,"No_Anxiety"
30,154,2,21,2,2,6,13,10,"No_Anxiety"
20,349,2,22,2,2,3,23,13,"No_Anxiety"
16,154,2,19,3,2,3,24,12,"No_Anxiety"
12,206,2,21,1,2,8,21,8,"No_Anxiety"
20,309,2,20,2,5,3,26,4,"No_Anxiety"
18,154,2,18,2,2,6,28,9,"No_Anxiety"
15,154,2,18,3,3,4,22,23,"SAD"
10,154,2,19,2,3,3,30,32,"SAD"
35,158,2,20,1,2,2,25,19,"SAD"
8,154,2,21,1,2,0,22,16,"No_Anxiety"
50,206,2,22,4,5,1,21,31,"SAD"
12,154,2,23,2,5,4,28,29,"SAD"
10,154,2,21,2,5,3,27,27,"SAD"
15,154,2,21,2,2,3,35,16,"No_Anxiety"
20,206,2,29,1,5,11,14,46,"Mixed_Anxiety"
25,154,2,18,3,2,0,30,6,"No_Anxiety"
20,206,2,18,2,2,0,30,6,"No_Anxiety"
10,349,2,18,3,2,2,9,32,"SAD"
30,349,2,18,2,2,13,9,30,"Mixed_Anxiety"
10,349,2,21,2,5,8,8,33,"SAD"
50,349,2,22,1,2,0,13,1,"No_Anxiety"
9,206,2,20,2,3,5,21,46,"SAD"
10,154,2,20,2,2,1,16,25,"SAD"
25,349,2,18,3,3,4,34,27,"SAD"
10,154,2,23,2,2,1,11,10,"No_Anxiety"
70,206,2,18,2,5,6,14,2,"No_Anxiety"
30,349,2,18,2,2,7,22,39,"SAD"
50,154,1,22,2,2,10,16,26,"Mixed_Anxiety"
10,154,2,22,2,5,5,17,4,"No_Anxiety"
70,349,2,20,2,2,10,12,17,"GAD"
21,206,2,25,2,5,7,19,15,"No_Anxiety"
15,154,2,20,2,2,1,11,43,"SAD"
24,154,2,18,3,2,1,30,9,"No_Anxiety"
12,349,2,19,2,2,3,20,29,"SAD"
15,206,2,22,1,5,3,25,3,"No_Anxiety"
12,349,2,25,1,5,2,13,44,"SAD"
40,95,2,26,4,5,0,19,9,"No_Anxiety"
14,154,2,21,2,2,4,20,44,"SAD"
22,206,2,28,4,2,3,12,19,"SAD"
15,154,2,27,1,5,0,30,2,"No_Anxiety"
14,154,2,20,2,2,4,19,14,"No_Anxiety"
8,349,2,18,3,2,0,20,34,"SAD"
20,215,2,20,2,2,3,26,23,"SAD"
45,154,2,20,2,2,13,14,2,"GAD"
24,154,2,18,3,3,4,23,14,"No_Anxiety"
45,206,2,18,2,3,3,21,39,"SAD"
21,349,2,18,3,3,2,15,29,"SAD"
14,206,1,23,4,2,2,18,21,"SAD"
5,206,2,25,4,2,6,10,47,"SAD"
25,349,2,22,2,2,1,18,6,"No_Anxiety"
12,154,2,19,2,2,2,22,15,"No_Anxiety"
14,309,2,18,3,2,14,12,33,"Mixed_Anxiety"
35,154,1,32,1,5,3,16,8,"No_Anxiety"
10,154,2,22,2,2,14,22,11,"GAD"
10,349,2,24,1,2,3,19,18,"No_Anxiety"
5,206,2,18,2,2,0,34,0,"No_Anxiety"
28,349,2,25,2,5,1,27,15,"No_Anxiety"
25,154,2,50,4,1,3,16,13,"No_Anxiety"
15,206,2,18,3,3,7,26,22,"SAD"
35,206,2,22,2,2,2,24,4,"No_Anxiety"
14,154,2,19,2,5,4,27,31,"SAD"
15,206,2,20,2,2,11,15,44,"Mixed_Anxiety"
25,206,2,19,3,3,4,20,10,"No_Anxiety"
20,206,2,21,1,2,13,6,8,"GAD"
8,206,2,18,2,2,2,18,17,"No_Anxiety"
12,154,2,19,2,2,1,16,25,"SAD"
50,206,2,18,3,2,14,21,38,"Mixed_Anxiety"
15,206,2,19,2,2,6,22,25,"SAD"
15,206,2,18,2,5,6,28,23,"SAD"
21,206,2,21,1,2,3,20,18,"No_Anxiety"
25,206,2,20,2,2,12,28,8,"GAD"
40,154,2,23,1,2,10,14,45,"Mixed_Anxiety"
5,206,2,19,2,2,4,17,12,"No_Anxiety"
45,154,2,21,2,2,0,31,26,"SAD"
21,349,2,23,2,2,7,13,6,"No_Anxiety"
22,154,2,19,2,2,2,30,24,"SAD"
14,154,2,28,2,5,0,26,7,"No_Anxiety"
60,309,2,21,4,2,6,7,30,"SAD"
40,349,2,18,2,2,0,29,15,"No_Anxiety"
70,309,2,18,1,3,5,15,17,"No_Anxiety"
28,206,2,21,2,2,1,30,14,"No_Anxiety"
8,154,1,20,2,2,5,26,13,"No_Anxiety"
70,349,2,18,2,2,18,9,12,"GAD"
60,349,2,25,1,1,12,13,28,"Mixed_Anxiety"
10,154,2,23,1,5,6,5,17,"No_Anxiety"
9,349,2,18,3,2,12,15,11,"GAD"
15,154,2,18,3,2,3,20,8,"No_Anxiety"
15,154,2,19,4,3,6,11,41,"SAD"
20,154,2,19,2,2,1,18,22,"SAD"
50,206,2,18,3,2,3,20,9,"No_Anxiety"
28,206,2,18,3,3,1,26,2,"No_Anxiety"
3,349,2,18,3,3,5,23,14,"No_Anxiety"
30,206,2,30,1,5,0,34,1,"No_Anxiety"
40,206,2,18,2,2,2,27,17,"No_Anxiety"
3,206,2,24,1,2,11,18,11,"GAD"
6,154,2,32,1,4,3,30,14,"No_Anxiety"
12,154,2,23,2,5,2,30,10,"No_Anxiety"
30,206,2,18,2,2,4,30,28,"SAD"
20,154,2,21,2,2,5,19,20,"SAD"
25,206,2,24,4,5,9,9,4,"No_Anxiety"
40,349,2,24,1,5,6,21,21,"SAD"
25,206,2,27,4,3,3,13,16,"No_Anxiety"
20,349,2,26,1,2,3,12,3,"No_Anxiety"
8,154,2,20,1,2,2,23,4,"No_Anxiety"
20,206,2,19,3,3,20,17,19,"Mixed_Anxiety"
20,206,2,21,1,5,1,20,13,"No_Anxiety"
10,154,2,29,2,2,0,27,1,"No_Anxiety"
10,154,2,22,2,5,3,28,22,"SAD"
21,206,2,21,2,2,5,18,4,"No_Anxiety"
16,154,2,20,2,2,1,6,13,"No_Anxiety"
10,309,2,23,1,5,13,10,27,"Mixed_Anxiety"
40,206,2,21,2,5,6,10,4,"No_Anxiety"
12,154,2,18,2,2,1,12,19,"SAD"
28,206,2,21,2,2,7,9,28,"SAD"
23,154,2,18,3,3,1,28,5,"No_Anxiety"
18,206,2,19,1,2,3,17,25,"SAD"
14,154,2,20,2,2,2,19,17,"No_Anxiety"
15,154,2,20,1,2,2,21,17,"No_Anxiety"
20,154,2,18,2,2,1,27,0,"No_Anxiety"
20,154,2,19,2,2,1,17,2,"No_Anxiety"
10,206,3,26,1,2,4,17,30,"SAD"
30,154,2,21,2,5,0,28,13,"No_Anxiety"
20,154,2,18,2,2,3,27,25,"SAD"
30,349,2,24,1,5,13,20,17,"GAD"
20,206,2,18,3,3,0,26,21,"SAD"
25,154,2,19,2,2,0,25,8,"No_Anxiety"
20,206,2,18,3,2,8,18,10,"No_Anxiety"
25,154,2,18,5,2,3,29,4,"No_Anxiety"
10,309,2,24,2,5,12,12,18,"GAD"
15,206,2,18,3,3,6,16,29,"SAD"
15,206,2,23,2,1,3,32,5,"No_Anxiety"
20,206,2,22,2,1,6,15,21,"SAD"
40,206,2,22,4,2,21,7,25,"Mixed_Anxiety"
14,154,2,19,2,2,3,20,10,"No_Anxiety"
20,154,2,26,1,1,2,34,9,"No_Anxiety"
35,206,2,21,2,5,21,11,17,"GAD"
12,206,2,19,4,5,5,8,37,"SAD"
25,154,2,19,3,3,14,13,45,"Mixed_Anxiety"
30,206,2,19,4,3,4,13,7,"No_Anxiety"
80,206,2,22,1,2,18,6,48,"Mixed_Anxiety"
8,206,2,22,2,5,0,19,18,"No_Anxiety"
8,154,2,21,2,3,4,12,15,"No_Anxiety"
10,154,2,22,2,2,0,25,10,"No_Anxiety"
14,154,2,24,2,1,2,16,4,"No_Anxiety"
7,154,2,23,2,2,3,26,24,"SAD"
28,206,2,19,2,2,6,24,33,"SAD"
17,206,2,26,4,2,2,13,9,"No_Anxiety"
12,309,2,18,1,2,13,9,47,"Mixed_Anxiety"
30,154,2,18,3,2,2,25,15,"No_Anxiety"
20,154,2,18,1,2,3,16,15,"No_Anxiety"
18,154,2,20,2,2,8,30,13,"No_Anxiety"
25,349,2,22,1,2,2,16,12,"No_Anxiety"
20,349,2,23,1,5,12,8,42,"Mixed_Anxiety"
20,154,2,19,2,2,7,22,49,"SAD"
15,154,2,20,2,2,6,22,6,"No_Anxiety"
10,154,2,23,1,5,8,29,13,"No_Anxiety"
20,154,2,19,2,5,3,24,8,"No_Anxiety"
70,349,2,18,4,2,5,14,6,"No_Anxiety"
31,206,2,21,1,5,19,12,62,"Mixed_Anxiety"
20,154,2,24,4,5,4,12,13,"No_Anxiety"
15,154,2,19,1,2,6,12,28,"SAD"
15,154,2,22,2,2,3,21,17,"No_Anxiety"
20,309,2,21,2,5,6,10,23,"SAD"
10,154,2,19,2,2,3,24,28,"SAD"
30,154,2,18,3,2,3,27,2,"No_Anxiety"
12,154,2,20,4,2,0,16,7,"No_Anxiety"
25,169,2,20,2,2,6,34,17,"No_Anxiety"
25,154,2,21,2,2,4,22,14,"No_Anxiety"
50,206,2,18,3,3,3,23,15,"No_Anxiety"
30,309,2,19,2,2,3,23,24,"SAD"
21,154,2,18,3,5,3,26,8,"No_Anxiety"
10,154,2,19,2,2,2,23,22,"SAD"
8,206,2,18,2,2,5,13,6,"No_Anxiety"
12,154,2,23,2,5,6,21,13,"No_Anxiety"
30,349,2,18,3,3,5,22,38,"SAD"
30,21,2,21,1,2,2,8,17,"No_Anxiety"
15,154,1,20,2,2,10,16,20,"Mixed_Anxiety"
24,154,1,20,2,2,12,21,25,"Mixed_Anxiety"
5,154,2,23,2,5,3,22,8,"No_Anxiety"
30,206,2,18,2,2,5,25,19,"SAD"
6,154,2,23,2,2,2,22,12,"No_Anxiety"
35,154,2,18,3,3,11,13,17,"GAD"
50,154,2,19,2,2,10,18,27,"Mixed_Anxiety"
20,154,2,19,2,2,2,21,35,"SAD"
40,206,2,18,3,3,1,24,15,"No_Anxiety"
25,349,2,21,4,5,1,14,5,"No_Anxiety"
20,309,2,21,2,2,3,17,34,"SAD"
4,206,2,19,2,5,21,14,8,"GAD"
22.2473574512431,154,2,18,3,2,7,15,29,"SAD"
10,154,2,23,2,2,4,16,11,"No_Anxiety"
30,154,2,18,1,2,3,15,28,"SAD"
10,206,2,27,1,5,0,32,11,"No_Anxiety"
30,349,1,18,3,2,10,29,37,"Mixed_Anxiety"
14,154,2,19,3,3,2,25,14,"No_Anxiety"
10,154,2,19,2,2,16,16,67,"Mixed_Anxiety"
14,154,2,19,2,2,3,23,8,"No_Anxiety"
36,154,2,20,2,2,4,20,12,"No_Anxiety"
21,206,2,22,2,2,2,27,7,"No_Anxiety"
30,206,2,19,2,5,6,20,16,"No_Anxiety"
2,206,2,22,2,2,6,19,17,"No_Anxiety"
28,206,1,22,2,5,12,15,16,"GAD"
28,154,2,22,2,2,6,26,23,"SAD"
25,309,2,23,2,2,10,21,15,"GAD"
16,154,2,25,4,5,9,6,33,"SAD"
20,206,2,28,1,5,0,28,5,"No_Anxiety"
9,206,2,21,1,2,3,10,22,"SAD"
22,206,2,19,2,5,8,28,14,"No_Anxiety"
18,154,2,21,2,3,2,28,5,"No_Anxiety"
45,154,3,22,1,2,14,8,51,"Mixed_Anxiety"
10,206,2,32,4,1,3,25,7,"No_Anxiety"
11,154,2,19,2,2,2,18,12,"No_Anxiety"
15,154,2,20,2,3,1,22,17,"No_Anxiety"
8,206,2,22,2,5,4,29,6,"No_Anxiety"
18,309,2,22,2,2,3,26,14,"No_Anxiety"
42,154,2,18,3,3,7,6,18,"No_Anxiety"
15,154,2,18,2,3,0,28,17,"No_Anxiety"
16,154,2,18,3,3,0,26,12,"No_Anxiety"
26,206,2,19,2,2,0,21,28,"SAD"
3,309,2,19,4,2,0,19,6,"No_Anxiety"
10,154,2,20,1,2,10,5,33,"Mixed_Anxiety"
10,349,2,28,1,5,3,35,11,"No_Anxiety"
15,206,2,22,4,2,2,13,17,"No_Anxiety"
24,154,1,25,1,5,2,26,13,"No_Anxiety"
30,349,2,18,1,2,10,15,33,"Mixed_Anxiety"
14,206,2,25,1,1,7,24,31,"SAD"
15,154,2,18,2,2,1,14,6,"No_Anxiety"
40,154,2,20,2,2,6,9,8,"No_Anxiety"
25,154,2,18,3,2,2,29,17,"No_Anxiety"
16,154,1,19,2,2,6,17,43,"SAD"
16,206,2,24,1,5,1,30,12,"No_Anxiety"
6,154,1,22,2,5,6,28,19,"SAD"
20,154,2,18,3,2,15,27,23,"Mixed_Anxiety"
15,206,2,27,1,5,0,19,10,"No_Anxiety"
20,206,2,18,3,3,2,32,18,"No_Anxiety"
15,309,2,25,1,2,4,29,17,"No_Anxiety"
45,206,2,18,2,5,8,10,21,"SAD"
20,206,2,18,3,3,7,23,30,"SAD"
4,206,2,20,2,5,6,26,20,"SAD"
14,206,2,21,2,2,3,27,14,"No_Anxiety"
15,154,2,19,2,2,8,17,45,"SAD"
25,309,2,19,2,2,2,16,35,"SAD"
22,349,2,26,1,4,10,8,53,"Mixed_Anxiety"
15,206,2,35,1,4,0,32,16,"No_Anxiety"
30,154,2,20,2,2,8,19,19,"SAD"
20,154,2,20,2,5,1,30,3,"No_Anxiety"
20,154,2,20,2,2,2,16,23,"SAD"
20,206,2,18,2,2,3,26,16,"No_Anxiety"
16,309,2,21,1,5,1,31,14,"No_Anxiety"
8,309,2,20,2,2,0,29,6,"No_Anxiety"
30,154,2,21,1,2,6,5,17,"No_Anxiety"
15,154,2,18,3,3,2,28,20,"SAD"
25,206,2,18,2,2,1,25,15,"No_Anxiety"
20,349,2,23,2,2,7,16,22,"SAD"
20,206,2,20,2,2,7,8,34,"SAD"
25,154,2,23,1,2,1,27,4,"No_Anxiety"
21,154,2,25,2,5,3,18,2,"No_Anxiety"
20,206,2,26,4,5,1,18,17,"No_Anxiety"
20,154,2,19,2,2,3,30,3,"No_Anxiety"
30,349,2,19,2,2,3,25,24,"SAD"
19,154,2,20,4,2,13,19,34,"Mixed_Anxiety"
20,349,2,18,2,1,14,11,15,"GAD"
15,154,2,18,3,3,4,20,31,"SAD"
22,206,2,20,2,5,9,20,26,"SAD"
10,309,2,22,2,5,11,26,11,"GAD"
20,206,2,21,1,2,3,22,6,"No_Anxiety"
15,206,2,25,1,1,6,29,21,"SAD"
20,206,1,32,1,5,21,29,59,"Mixed_Anxiety"
35,349,2,18,3,3,12,10,31,"Mixed_Anxiety"
30,154,2,19,2,3,0,26,12,"No_Anxiety"
10,206,2,22,2,2,12,26,34,"Mixed_Anxiety"
12,154,1,22,2,5,2,22,21,"SAD"
25,206,2,20,2,2,3,19,38,"SAD"
45,206,2,18,3,2,3,30,17,"No_Anxiety"
5,151,2,18,2,2,3,18,10,"No_Anxiety"
10,349,2,18,2,5,1,23,17,"No_Anxiety"
21,154,2,21,2,5,13,14,7,"GAD"
8,349,2,20,1,2,2,23,11,"No_Anxiety"
20,154,2,18,3,2,12,29,17,"GAD"
16,154,2,21,2,5,1,24,9,"No_Anxiety"
14,154,2,20,2,2,1,14,7,"No_Anxiety"
6,206,2,19,2,2,0,23,7,"No_Anxiety"
8,206,2,25,1,2,5,16,16,"No_Anxiety"
24,349,2,18,2,3,12,19,25,"Mixed_Anxiety"
10,206,2,19,2,2,4,20,7,"No_Anxiety"
20,58,2,18,2,2,4,22,1,"No_Anxiety"
15,206,2,21,2,2,4,32,30,"SAD"
30,32,2,21,4,3,3,22,7,"No_Anxiety"
18,154,2,23,1,5,0,26,7,"No_Anxiety"
60,206,2,21,2,5,9,13,50,"SAD"
12,206,2,22,2,2,7,18,25,"SAD"
70,154,3,20,2,2,9,12,42,"SAD"
20,349,2,21,2,5,8,9,11,"No_Anxiety"
28,206,2,21,2,2,0,16,7,"No_Anxiety"
28,206,2,18,1,2,5,18,17,"No_Anxiety"
8,349,2,21,2,5,7,21,15,"No_Anxiety"
40,349,2,18,2,2,6,28,29,"SAD"
20,154,2,18,3,3,4,24,33,"SAD"
21,206,1,21,2,2,11,16,31,"Mixed_Anxiety"
10,154,2,19,2,2,10,13,48,"Mixed_Anxiety"
16,154,2,20,2,2,1,18,17,"No_Anxiety"
12,154,2,23,1,2,1,29,22,"SAD"
6,154,1,22,2,5,4,19,43,"SAD"
35,154,2,18,2,3,5,20,0,"No_Anxiety"
10,349,2,22,2,2,4,16,7,"No_Anxiety"
21,206,2,26,2,5,3,17,13,"No_Anxiety"
15,154,2,23,2,2,11,11,24,"Mixed_Anxiety"
25,349,2,22,2,5,0,29,9,"No_Anxiety"
16,154,2,18,3,3,1,27,30,"SAD"
17,206,2,20,3,2,4,24,45,"SAD"
20,154,2,20,2,2,1,26,2,"No_Anxiety"
50,349,2,18,3,3,4,31,22,"SAD"
15,206,2,19,3,3,1,18,34,"SAD"
21,154,2,18,2,2,0,24,41,"SAD"
20,206,2,22,2,1,2,27,17,"No_Anxiety"
2,206,2,20,1,2,3,26,0,"No_Anxiety"
25,206,2,24,2,2,6,11,14,"No_Anxiety"
5,154,2,20,2,2,6,12,36,"SAD"
25,154,2,18,3,3,2,17,37,"SAD"
10,154,2,18,3,3,2,31,8,"No_Anxiety"
10,206,2,18,3,3,1,21,15,"No_Anxiety"
16,349,2,19,2,2,5,9,39,"SAD"
15,349,2,23,1,5,6,20,14,"No_Anxiety"
15,154,2,21,2,5,12,14,38,"Mixed_Anxiety"
30,206,2,23,4,2,2,18,29,"SAD"
20,154,2,20,4,5,0,31,17,"No_Anxiety"
35,206,2,18,2,3,10,12,35,"Mixed_Anxiety"
30,206,1,21,1,2,14,7,31,"Mixed_Anxiety"
15,32,2,21,2,2,2,23,7,"No_Anxiety"
25,206,2,18,4,3,6,5,21,"SAD"
30,206,2,22,3,2,7,9,34,"SAD"
14,154,2,19,2,2,2,12,19,"SAD"
30,206,2,19,2,2,1,29,19,"SAD"
16,154,2,20,3,3,0,27,9,"No_Anxiety"
30,206,2,18,3,3,4,12,9,"No_Anxiety"
18,206,2,23,1,5,1,26,1,"No_Anxiety"
50,206,2,20,1,2,6,11,30,"SAD"
20,206,2,20,2,5,10,24,33,"Mixed_Anxiety"
20,349,2,18,3,3,8,28,21,"SAD"
40,206,2,20,2,5,4,25,5,"No_Anxiety"
30,251,2,22,1,2,1,19,9,"No_Anxiety"
14,154,2,20,2,2,3,26,13,"No_Anxiety"
25,309,2,22,2,2,16,12,18,"GAD"
20,206,2,22,1,2,3,18,16,"No_Anxiety"
20,349,2,25,1,2,2,8,3,"No_Anxiety"
30,154,2,19,2,2,0,25,22,"SAD"
5,154,1,22,2,2,16,20,42,"Mixed_Anxiety"
14,309,2,18,2,2,11,8,23,"Mixed_Anxiety"
14,154,2,22,2,5,5,7,9,"No_Anxiety"
20,206,2,20,2,2,13,23,19,"Mixed_Anxiety"
30,154,2,18,2,2,0,31,40,"SAD"
20,154,1,31,2,1,2,20,10,"No_Anxiety"
12,154,2,20,2,2,8,13,34,"SAD"
30,271,2,21,2,2,4,31,11,"No_Anxiety"
25,154,2,21,2,2,6,12,28,"SAD"
20,206,2,18,3,2,2,23,8,"No_Anxiety"
35,206,2,20,1,4,7,13,3,"No_Anxiety"
20,154,2,18,1,2,3,24,4,"No_Anxiety"
18,154,2,21,1,2,9,11,17,"No_Anxiety"
10,206,2,32,1,5,13,10,33,"Mixed_Anxiety"
20,154,2,23,1,2,6,18,17,"No_Anxiety"
20,206,2,24,1,5,0,17,5,"No_Anxiety"
15,154,2,23,2,2,0,19,60,"SAD"
20,206,2,20,2,2,0,20,29,"SAD"
30,154,2,21,2,2,5,14,25,"SAD"
25,206,2,27,2,3,1,14,17,"No_Anxiety"
40,206,3,20,2,2,15,5,34,"Mixed_Anxiety"
10,206,2,23,2,1,13,11,30,"Mixed_Anxiety"
30,154,2,21,1,2,13,18,23,"Mixed_Anxiety"
35,154,2,18,3,5,1,21,16,"No_Anxiety"
45,206,2,27,1,2,0,19,9,"No_Anxiety"
10,349,2,26,1,2,4,11,28,"SAD"
15,154,2,18,3,2,1,19,27,"SAD"
25,206,2,25,4,5,6,8,29,"SAD"
50,349,2,29,4,3,0,12,3,"No_Anxiety"
14,154,2,18,3,2,4,27,3,"No_Anxiety"
20,349,2,21,2,2,3,14,15,"No_Anxiety"
10,206,2,24,2,5,13,12,40,"Mixed_Anxiety"
10,206,2,18,2,2,14,21,17,"GAD"
36,206,2,18,3,3,16,12,32,"Mixed_Anxiety"
30,206,2,21,2,2,6,26,17,"No_Anxiety"
10,349,2,20,2,2,3,10,33,"SAD"
20,154,2,18,3,3,3,15,41,"SAD"
60,206,2,18,2,5,5,25,40,"SAD"
30,206,2,26,4,2,13,8,13,"GAD"
25,154,2,18,3,2,3,13,8,"No_Anxiety"
10,206,2,19,2,2,2,26,46,"SAD"
30,154,2,19,4,2,2,15,26,"SAD"
14,154,2,24,4,5,3,6,12,"No_Anxiety"
50,349,2,19,4,2,2,13,30,"SAD"
10,349,2,20,2,2,10,12,24,"Mixed_Anxiety"
15,206,2,21,4,2,14,26,17,"GAD"
5,206,2,18,3,2,3,16,8,"No_Anxiety"
20,206,2,18,3,2,3,14,19,"SAD"
30,206,2,24,1,2,1,23,35,"SAD"
35,206,2,20,2,5,5,12,25,"SAD"
10,206,2,18,3,3,1,24,17,"No_Anxiety"
50,154,2,19,2,5,2,22,20,"SAD"
24,349,2,18,2,2,13,20,21,"Mixed_Anxiety"
25,206,2,20,4,2,2,17,4,"No_Anxiety"
20,206,2,18,3,2,3,14,19,"SAD"
12,206,2,19,3,2,4,12,38,"SAD"
18,206,3,32,4,5,1,10,5,"No_Anxiety"
10,154,2,21,2,2,7,25,29,"SAD"
20,349,2,21,2,5,2,24,28,"SAD"
20,349,2,33,1,5,0,29,0,"No_Anxiety"
6,154,2,18,2,2,5,25,22,"SAD"
20,349,2,20,2,2,3,15,21,"SAD"
40,206,2,20,1,2,18,9,17,"GAD"
30,154,2,18,2,2,9,11,18,"No_Anxiety"
21,349,2,24,1,2,0,15,3,"No_Anxiety"
37,154,2,18,3,5,8,23,17,"No_Anxiety"
20,206,2,23,2,5,15,12,17,"GAD"
20,349,2,18,3,3,9,16,9,"No_Anxiety"
9,154,2,20,2,2,9,30,20,"SAD"
25,309,2,20,2,2,8,18,9,"No_Anxiety"
21,154,2,27,4,1,11,5,14,"GAD"
15,154,2,18,2,2,0,24,8,"No_Anxiety"
20,154,2,25,2,2,9,7,39,"SAD"
10,154,2,22,2,2,4,24,27,"SAD"
25,349,2,18,3,3,2,23,27,"SAD"
40,154,2,18,3,2,6,19,24,"SAD"
6,154,2,19,2,2,9,16,7,"No_Anxiety"
21,206,2,21,2,2,6,15,33,"SAD"
12,154,2,23,2,2,2,28,6,"No_Anxiety"
50,349,2,19,3,2,5,19,17,"No_Anxiety"
15,206,2,25,1,5,10,7,27,"Mixed_Anxiety"
35,154,2,18,1,2,3,24,35,"SAD"
12,349,2,18,3,3,10,27,51,"Mixed_Anxiety"
15,154,2,21,4,1,0,11,7,"No_Anxiety"
5,154,2,19,2,5,3,10,17,"No_Anxiety"
40,206,2,19,2,2,6,24,14,"No_Anxiety"
40,206,2,21,2,2,0,21,17,"No_Anxiety"
25,309,2,28,4,2,14,7,46,"Mixed_Anxiety"
10,206,2,18,2,2,0,25,13,"No_Anxiety"
5,206,2,35,1,2,0,25,4,"No_Anxiety"
35,349,2,24,1,2,1,25,10,"No_Anxiety"
8,349,2,21,2,2,6,7,50,"SAD"
20,206,2,19,3,3,1,18,0,"No_Anxiety"
10,154,2,20,2,2,17,21,30,"Mixed_Anxiety"
14,349,2,18,3,2,1,30,0,"No_Anxiety"
28,206,2,18,2,2,0,19,9,"No_Anxiety"
